bowler,bowling_team,venue,runs_conceded,balls_bowled,wickets,economy_rate
M Ashwin,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",6,6,0,6.0
M Ashwin,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,34,26,2,7.85
M Ashwin,Rising Pune Supergiant,Wankhede Stadium,16,24,1,4.0
M Ashwin,Royal Challengers Bangalore,M.Chinnaswamy Stadium,37,25,2,8.88
M Ashwin,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,17,20,1,5.1
M Jansen,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",47,40,3,7.05
M Jansen,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",52,52,4,6.0
M Jansen,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",92,75,2,7.36
M Jansen,Sunrisers Hyderabad,"Eden Gardens, Kolkata",78,49,3,9.55
M Jansen,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",38,18,0,12.67
M Jansen,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",71,48,1,8.88
M Jansen,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",39,30,1,7.8
M Jansen,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",154,104,6,8.88
M Jansen,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",48,25,1,11.52
M Jansen,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",113,46,1,14.74
M Kartik,Kings XI Punjab,Barabati Stadium,40,24,1,10.0
M Kartik,Kings XI Punjab,Sharjah Cricket Stadium,51,25,1,12.24
M Kartik,Kolkata Knight Riders,Brabourne Stadium,21,24,1,5.25
M Kartik,Kolkata Knight Riders,Buffalo Park,21,18,1,7.0
M Kartik,Kolkata Knight Riders,Dr DY Patil Sports Academy,18,18,1,6.0
M Kartik,Kolkata Knight Riders,Eden Gardens,237,200,12,7.11
M Kartik,Kolkata Knight Riders,Feroz Shah Kotla,26,24,0,6.5
M Kartik,Kolkata Knight Riders,Kingsmead,51,55,0,5.56
M Kartik,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",34,18,0,11.33
M Kartik,Kolkata Knight Riders,New Wanderers Stadium,35,48,1,4.38
M Kartik,Kolkata Knight Riders,Newlands,24,24,0,6.0
M Kartik,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",31,18,0,10.33
M Kartik,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",26,25,1,6.24
M Kartik,Kolkata Knight Riders,St George's Park,20,20,0,6.0
M Kartik,Kolkata Knight Riders,SuperSport Park,56,45,3,7.47
M Kartik,Pune Warriors,Barabati Stadium,16,12,0,8.0
M Kartik,Pune Warriors,Dr DY Patil Sports Academy,67,56,2,7.18
M Kartik,Pune Warriors,Eden Gardens,22,26,1,5.08
M Kartik,Pune Warriors,Feroz Shah Kotla,25,19,1,7.89
M Kartik,Pune Warriors,"MA Chidambaram Stadium, Chepauk",53,48,0,6.62
M Kartik,Pune Warriors,Sawai Mansingh Stadium,84,51,0,9.88
M Kartik,Pune Warriors,Subrata Roy Sahara Stadium,127,100,0,7.62
M Kartik,Pune Warriors,Wankhede Stadium,43,43,2,6.0
M Kartik,Royal Challengers Bangalore,Feroz Shah Kotla,22,24,0,5.5
M Kartik,Royal Challengers Bangalore,JSCA International Stadium Complex,17,24,1,4.25
M Kartik,Royal Challengers Bangalore,M Chinnaswamy Stadium,105,88,5,7.16
M Kartik,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",29,18,0,9.67
M Kartik,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",28,19,2,8.84
M Kartik,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",28,26,1,6.46
M Kartik,Royal Challengers Bangalore,Sawai Mansingh Stadium,32,18,0,10.67
M Kartik,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,29,24,2,7.25
M Manhas,Pune Warriors,Dr DY Patil Sports Academy,33,36,0,5.5
M Manhas,Pune Warriors,M Chinnaswamy Stadium,9,6,0,9.0
M Markande,Mumbai Indians,Arun Jaitley Stadium,21,12,1,10.5
M Markande,Mumbai Indians,Eden Gardens,27,24,1,6.75
M Markande,Mumbai Indians,Holkar Cricket Stadium,29,19,1,9.16
M Markande,Mumbai Indians,M.Chinnaswamy Stadium,52,36,2,8.67
M Markande,Mumbai Indians,Maharashtra Cricket Association Stadium,31,19,0,9.79
M Markande,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,12,7,0,10.29
M Markande,Mumbai Indians,Rajiv Gandhi International Stadium,25,24,4,6.25
M Markande,Mumbai Indians,Sawai Mansingh Stadium,39,24,0,9.75
M Markande,Mumbai Indians,Wankhede Stadium,199,140,7,8.53
M Markande,Mumbai Indians,"Wankhede Stadium, Mumbai",61,42,1,8.71
M Markande,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",26,18,0,8.67
M Markande,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",46,38,4,7.26
M Markande,Sunrisers Hyderabad,"Eden Gardens, Kolkata",66,48,4,8.25
M Markande,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru",46,27,2,10.22
M Markande,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",23,24,2,5.75
M Markande,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",60,38,1,9.47
M Markande,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",267,173,7,9.26
M Markande,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",51,24,0,12.75
M Morkel,Delhi Capitals,Eden Gardens,22,18,4,7.33
M Morkel,Delhi Capitals,Feroz Shah Kotla,504,400,25,7.56
M Morkel,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,65,74,6,5.27
M Morkel,Delhi Capitals,M Chinnaswamy Stadium,63,50,4,7.56
M Morkel,Delhi Capitals,"MA Chidambaram Stadium, Chepauk",31,24,0,7.75
M Morkel,Delhi Capitals,Nehru Stadium,18,24,3,4.5
M Morkel,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal",71,49,2,8.69
M Morkel,Delhi Capitals,Sawai Mansingh Stadium,79,72,2,6.58
M Morkel,Delhi Capitals,Shaheed Veer Narayan Singh International Stadium,60,50,1,7.2
M Morkel,Delhi Capitals,Subrata Roy Sahara Stadium,112,72,1,9.33
M Morkel,Delhi Capitals,Wankhede Stadium,118,77,4,9.19
M Morkel,Kolkata Knight Riders,Barabati Stadium,56,53,4,6.34
M Morkel,Kolkata Knight Riders,Brabourne Stadium,42,25,0,10.08
M Morkel,Kolkata Knight Riders,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,31,24,2,7.75
M Morkel,Kolkata Knight Riders,Dubai International Cricket Stadium,41,26,2,9.46
M Morkel,Kolkata Knight Riders,Eden Gardens,243,203,8,7.18
M Morkel,Kolkata Knight Riders,Feroz Shah Kotla,62,50,4,7.44
M Morkel,Kolkata Knight Riders,Green Park,39,22,1,10.64
M Morkel,Kolkata Knight Riders,M Chinnaswamy Stadium,69,48,2,8.62
M Morkel,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,59,42,3,8.43
M Morkel,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",27,24,2,6.75
M Morkel,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",74,55,2,8.07
M Morkel,Kolkata Knight Riders,Sharjah Cricket Stadium,35,24,0,8.75
M Morkel,Kolkata Knight Riders,Sheikh Zayed Stadium,82,76,4,6.47
M Morkel,Kolkata Knight Riders,Wankhede Stadium,27,27,1,6.0
M Morkel,Rajasthan Royals,De Beers Diamond Oval,20,19,0,6.32
M Morkel,Rajasthan Royals,M Chinnaswamy Stadium,34,22,0,9.27
M Morkel,Rajasthan Royals,SuperSport Park,20,25,1,4.8
M Morkel,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",32,24,0,8.0
M Muralitharan,Chennai Super Kings,"Brabourne Stadium, Mumbai",32,25,2,7.68
M Muralitharan,Chennai Super Kings,Buffalo Park,13,19,2,4.11
M Muralitharan,Chennai Super Kings,De Beers Diamond Oval,23,24,2,5.75
M Muralitharan,Chennai Super Kings,Dr DY Patil Sports Academy,78,72,4,6.5
M Muralitharan,Chennai Super Kings,Eden Gardens,61,49,1,7.47
M Muralitharan,Chennai Super Kings,Feroz Shah Kotla,54,53,2,6.11
M Muralitharan,Chennai Super Kings,Kingsmead,75,91,4,4.95
M Muralitharan,Chennai Super Kings,M Chinnaswamy Stadium,30,25,3,7.2
M Muralitharan,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",366,311,11,7.06
M Muralitharan,Chennai Super Kings,New Wanderers Stadium,39,48,2,4.88
M Muralitharan,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",35,25,1,8.4
M Muralitharan,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",23,26,1,5.31
M Muralitharan,Chennai Super Kings,"Sardar Patel Stadium, Motera",34,25,0,8.16
M Muralitharan,Chennai Super Kings,Sawai Mansingh Stadium,20,26,1,4.62
M Muralitharan,Chennai Super Kings,St George's Park,30,48,4,3.75
M Muralitharan,Chennai Super Kings,SuperSport Park,87,74,2,7.05
M Muralitharan,Chennai Super Kings,Wankhede Stadium,39,38,1,6.16
M Muralitharan,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,42,24,1,10.5
M Muralitharan,Kochi Tuskers Kerala,Eden Gardens,22,25,1,5.28
M Muralitharan,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",26,24,0,6.5
M Muralitharan,Kochi Tuskers Kerala,Nehru Stadium,27,24,0,6.75
M Muralitharan,Kochi Tuskers Kerala,Sawai Mansingh Stadium,28,20,0,8.4
M Muralitharan,Royal Challengers Bangalore,Eden Gardens,19,13,0,8.77
M Muralitharan,Royal Challengers Bangalore,Feroz Shah Kotla,47,25,1,11.28
M Muralitharan,Royal Challengers Bangalore,JSCA International Stadium Complex,29,26,1,6.69
M Muralitharan,Royal Challengers Bangalore,M Chinnaswamy Stadium,286,244,10,7.03
M Muralitharan,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",21,24,3,5.25
M Muralitharan,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",81,74,3,6.57
M Muralitharan,Royal Challengers Bangalore,Sharjah Cricket Stadium,25,12,0,12.5
M Muralitharan,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,49,43,2,6.84
M Muralitharan,Royal Challengers Bangalore,Wankhede Stadium,24,24,2,6.0
M Ntini,Chennai Super Kings,Dr DY Patil Sports Academy,26,24,0,6.5
M Ntini,Chennai Super Kings,Eden Gardens,24,25,4,5.76
M Ntini,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",141,97,1,8.72
M Ntini,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",25,25,1,6.0
M Ntini,Chennai Super Kings,Sawai Mansingh Stadium,18,18,0,6.0
M Ntini,Chennai Super Kings,Wankhede Stadium,23,24,2,5.75
M Pathirana,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",23,29,2,4.76
M Pathirana,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",53,48,3,6.62
M Pathirana,Chennai Super Kings,"Brabourne Stadium, Mumbai",30,26,0,6.92
M Pathirana,Chennai Super Kings,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",32,26,3,7.38
M Pathirana,Chennai Super Kings,"Eden Gardens, Kolkata",27,27,1,6.0
M Pathirana,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",42,26,2,9.69
M Pathirana,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",259,222,18,7.0
M Pathirana,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",46,26,2,10.62
M Pathirana,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",49,26,1,11.31
M Pathirana,Chennai Super Kings,"Wankhede Stadium, Mumbai",56,47,6,7.15
M Prasidh Krishna,Kolkata Knight Riders,Arun Jaitley Stadium,43,31,1,8.32
M Prasidh Krishna,Kolkata Knight Riders,Eden Gardens,389,240,7,9.72
M Prasidh Krishna,Kolkata Knight Riders,Holkar Cricket Stadium,31,26,2,7.15
M Prasidh Krishna,Kolkata Knight Riders,M.Chinnaswamy Stadium,42,19,0,13.26
M Prasidh Krishna,Kolkata Knight Riders,MA Chidambaram Stadium,23,25,0,5.52
M Prasidh Krishna,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",112,77,4,8.73
M Prasidh Krishna,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",67,48,3,8.38
M Prasidh Krishna,Kolkata Knight Riders,Rajiv Gandhi International Stadium,30,26,5,6.92
M Prasidh Krishna,Kolkata Knight Riders,Sawai Mansingh Stadium,36,27,1,8.0
M Prasidh Krishna,Kolkata Knight Riders,Sharjah Cricket Stadium,66,42,1,9.43
M Prasidh Krishna,Kolkata Knight Riders,Sheikh Zayed Stadium,99,67,3,8.87
M Prasidh Krishna,Kolkata Knight Riders,Wankhede Stadium,61,43,1,8.51
M Prasidh Krishna,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",70,47,1,8.94
M Prasidh Krishna,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",108,81,4,8.0
M Prasidh Krishna,Rajasthan Royals,"Brabourne Stadium, Mumbai",108,79,3,8.2
M Prasidh Krishna,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",121,99,4,7.33
M Prasidh Krishna,Rajasthan Royals,"Eden Gardens, Kolkata",41,22,0,11.18
M Prasidh Krishna,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",39,51,4,4.59
M Prasidh Krishna,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",70,51,4,8.24
M Prasidh Krishna,Rajasthan Royals,"Wankhede Stadium, Mumbai",185,130,6,8.54
M Shahrukh Khan,Gujarat Titans,"Arun Jaitley Stadium, Delhi",9,6,0,9.0
M Shahrukh Khan,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",7,6,0,7.0
M Siddharth,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",51,40,0,7.65
M Siddharth,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",21,18,1,7.0
M Theekshana,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",23,24,2,5.75
M Theekshana,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",37,24,2,9.25
M Theekshana,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",129,96,6,8.06
M Theekshana,Chennai Super Kings,"Eden Gardens, Kolkata",32,25,2,7.68
M Theekshana,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",67,50,1,8.04
M Theekshana,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",294,223,4,7.91
M Theekshana,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",82,72,5,6.83
M Theekshana,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",36,24,0,9.0
M Theekshana,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",28,24,1,7.0
M Theekshana,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",30,25,1,7.2
M Theekshana,Chennai Super Kings,"Wankhede Stadium, Mumbai",56,44,1,7.64
M Vijay,Delhi Capitals,Sheikh Zayed Stadium,13,6,0,13.0
M Vijay,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",8,7,0,6.86
M Vijay,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",28,24,0,7.0
M de Lange,Kolkata Knight Riders,Eden Gardens,108,64,3,10.12
M de Lange,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",30,26,1,6.92
M de Lange,Mumbai Indians,Wankhede Stadium,33,26,2,7.62
MA Khote,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",30,18,2,10.0
MA Khote,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",22,12,0,11.0
MA Starc,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",22,12,1,11.0
MA Starc,Kolkata Knight Riders,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",29,18,2,9.67
MA Starc,Kolkata Knight Riders,"Eden Gardens, Kolkata",242,125,7,11.62
MA Starc,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",47,25,1,11.28
MA Starc,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",43,38,2,6.79
MA Starc,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",34,25,3,8.16
MA Starc,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",33,24,4,8.25
MA Starc,Royal Challengers Bangalore,Dubai International Cricket Stadium,37,50,3,4.44
MA Starc,Royal Challengers Bangalore,Eden Gardens,33,25,1,7.92
MA Starc,Royal Challengers Bangalore,Feroz Shah Kotla,21,25,3,5.04
MA Starc,Royal Challengers Bangalore,JSCA International Stadium Complex,52,48,2,6.5
MA Starc,Royal Challengers Bangalore,M Chinnaswamy Stadium,261,208,13,7.53
MA Starc,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",24,25,4,5.76
MA Starc,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,22,25,1,5.28
MA Starc,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",20,13,1,9.23
MA Starc,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",60,41,1,8.78
MA Starc,Royal Challengers Bangalore,"Sardar Patel Stadium, Motera",22,26,3,5.08
MA Starc,Royal Challengers Bangalore,Sharjah Cricket Stadium,68,51,3,8.0
MA Starc,Royal Challengers Bangalore,Sheikh Zayed Stadium,30,25,2,7.2
MA Starc,Royal Challengers Bangalore,Wankhede Stadium,75,50,2,9.0
MA Wood,Chennai Super Kings,Wankhede Stadium,50,25,0,12.0
MA Wood,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",50,52,7,5.77
MA Wood,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",37,26,1,8.54
MA Wood,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",55,24,3,13.75
MB Parmar,Kolkata Knight Riders,Eden Gardens,33,19,0,10.42
MC Henriques,Delhi Capitals,Barabati Stadium,35,24,1,8.75
MC Henriques,Kolkata Knight Riders,Kingsmead,68,49,1,8.33
MC Henriques,Kolkata Knight Riders,New Wanderers Stadium,35,26,1,8.08
MC Henriques,Kolkata Knight Riders,Newlands,4,1,0,24.0
MC Henriques,Punjab Kings,Dubai International Cricket Stadium,9,7,0,7.71
MC Henriques,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",19,24,0,4.75
MC Henriques,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",5,6,1,5.0
MC Henriques,Punjab Kings,Sharjah Cricket Stadium,14,24,3,3.5
MC Henriques,Royal Challengers Bangalore,Feroz Shah Kotla,21,12,1,10.5
MC Henriques,Royal Challengers Bangalore,M Chinnaswamy Stadium,71,45,2,9.47
MC Henriques,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",29,19,0,9.16
MC Henriques,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",15,19,2,4.74
MC Henriques,Royal Challengers Bangalore,Sawai Mansingh Stadium,7,13,1,3.23
MC Henriques,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,44,24,2,11.0
MC Henriques,Sunrisers Hyderabad,Brabourne Stadium,29,19,1,9.16
MC Henriques,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,49,49,3,6.0
MC Henriques,Sunrisers Hyderabad,Eden Gardens,65,43,1,9.07
MC Henriques,Sunrisers Hyderabad,Feroz Shah Kotla,106,68,5,9.35
MC Henriques,Sunrisers Hyderabad,Green Park,12,6,0,12.0
MC Henriques,Sunrisers Hyderabad,M Chinnaswamy Stadium,81,42,0,11.57
MC Henriques,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,4,6,0,4.0
MC Henriques,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",68,36,1,11.33
MC Henriques,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",31,24,1,7.75
MC Henriques,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",420,338,18,7.46
MC Henriques,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",11,12,1,5.5
MC Henriques,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,18,19,0,5.68
MC Henriques,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,32,24,0,8.0
MF Maharoof,Delhi Capitals,Eden Gardens,55,43,2,7.67
MF Maharoof,Delhi Capitals,Feroz Shah Kotla,203,163,11,7.47
MF Maharoof,Delhi Capitals,M Chinnaswamy Stadium,13,24,4,3.25
MF Maharoof,Delhi Capitals,New Wanderers Stadium,9,12,0,4.5
MF Maharoof,Delhi Capitals,OUTsurance Oval,58,54,4,6.44
MF Maharoof,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",68,45,3,9.07
MF Maharoof,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal",36,25,2,8.64
MF Maharoof,Delhi Capitals,"Sardar Patel Stadium, Motera",32,25,1,7.68
MF Maharoof,Delhi Capitals,Sawai Mansingh Stadium,24,26,3,5.54
MF Maharoof,Delhi Capitals,Wankhede Stadium,34,24,3,8.5
MG Bracewell,Royal Challengers Bangalore,"Eden Gardens, Kolkata",34,18,1,11.33
MG Bracewell,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",32,18,1,10.67
MG Bracewell,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",13,12,2,6.5
MG Bracewell,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",16,18,2,5.33
MG Johnson,Kings XI Punjab,Barabati Stadium,72,42,2,10.29
MG Johnson,Kings XI Punjab,Dubai International Cricket Stadium,19,25,2,4.56
MG Johnson,Kings XI Punjab,Eden Gardens,31,26,2,7.15
MG Johnson,Kings XI Punjab,Feroz Shah Kotla,28,18,0,9.33
MG Johnson,Kings XI Punjab,M Chinnaswamy Stadium,109,76,3,8.61
MG Johnson,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",40,26,0,9.23
MG Johnson,Kings XI Punjab,Maharashtra Cricket Association Stadium,121,77,3,9.43
MG Johnson,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",80,51,3,9.41
MG Johnson,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",107,67,5,9.58
MG Johnson,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",26,27,0,5.78
MG Johnson,Kings XI Punjab,"Sardar Patel Stadium, Motera",39,30,3,7.8
MG Johnson,Kings XI Punjab,Sharjah Cricket Stadium,58,51,3,6.82
MG Johnson,Kings XI Punjab,Sheikh Zayed Stadium,70,46,2,9.13
MG Johnson,Kings XI Punjab,Wankhede Stadium,104,78,3,8.0
MG Johnson,Kolkata Knight Riders,Arun Jaitley Stadium,42,24,0,10.5
MG Johnson,Kolkata Knight Riders,Eden Gardens,111,70,2,9.51
MG Johnson,Kolkata Knight Riders,M.Chinnaswamy Stadium,39,19,0,12.32
MG Johnson,Kolkata Knight Riders,Wankhede Stadium,26,20,0,7.8
MG Johnson,Mumbai Indians,Eden Gardens,100,95,5,6.32
MG Johnson,Mumbai Indians,Feroz Shah Kotla,40,24,0,10.0
MG Johnson,Mumbai Indians,M Chinnaswamy Stadium,43,46,3,5.61
MG Johnson,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",22,26,1,5.08
MG Johnson,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",52,42,5,7.43
MG Johnson,Mumbai Indians,Sawai Mansingh Stadium,41,26,0,9.46
MG Johnson,Mumbai Indians,Subrata Roy Sahara Stadium,8,24,2,2.0
MG Johnson,Mumbai Indians,Wankhede Stadium,312,245,17,7.64
MG Neser,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",62,25,0,14.88
MJ Clarke,Pune Warriors,Eden Gardens,14,12,0,7.0
MJ Clarke,Pune Warriors,Subrata Roy Sahara Stadium,58,54,3,6.44
MJ Henry,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",31,18,2,10.33
MJ Henry,Kings XI Punjab,Wankhede Stadium,40,13,0,18.46
MJ Henry,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",60,36,0,10.0
MJ Henry,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",28,24,1,7.0
MJ Henry,Lucknow Super Giants,"Wankhede Stadium, Mumbai",24,14,0,10.29
MJ McClenaghan,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,90,69,4,7.83
MJ McClenaghan,Mumbai Indians,Eden Gardens,74,67,6,6.63
MJ McClenaghan,Mumbai Indians,Feroz Shah Kotla,88,66,5,8.0
MJ McClenaghan,Mumbai Indians,Green Park,39,23,0,10.17
MJ McClenaghan,Mumbai Indians,Holkar Cricket Stadium,78,50,3,9.36
MJ McClenaghan,Mumbai Indians,M Chinnaswamy Stadium,100,79,4,7.59
MJ McClenaghan,Mumbai Indians,M.Chinnaswamy Stadium,59,38,2,9.32
MJ McClenaghan,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",34,24,1,8.5
MJ McClenaghan,Mumbai Indians,Maharashtra Cricket Association Stadium,89,73,4,7.32
MJ McClenaghan,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,35,25,0,8.4
MJ McClenaghan,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",32,27,2,7.11
MJ McClenaghan,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",31,25,0,7.44
MJ McClenaghan,Mumbai Indians,Rajiv Gandhi International Stadium,24,26,0,5.54
MJ McClenaghan,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",76,71,4,6.42
MJ McClenaghan,Mumbai Indians,Saurashtra Cricket Association Stadium,50,25,0,12.0
MJ McClenaghan,Mumbai Indians,Sawai Mansingh Stadium,32,19,1,10.11
MJ McClenaghan,Mumbai Indians,Wankhede Stadium,908,639,39,8.53
MJ Santner,Chennai Super Kings,"Brabourne Stadium, Mumbai",15,18,1,5.0
MJ Santner,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",16,18,1,5.33
MJ Santner,Chennai Super Kings,Dubai International Cricket Stadium,53,42,2,7.57
MJ Santner,Chennai Super Kings,Eden Gardens,30,26,1,6.92
MJ Santner,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",10,18,1,3.33
MJ Santner,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",23,24,2,5.75
MJ Santner,Chennai Super Kings,MA Chidambaram Stadium,39,37,2,6.32
MJ Santner,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",22,24,1,5.5
MJ Santner,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",36,18,1,12.0
